18219 19610
15593 6794 40.02
15593 14480 -41.41
15593 14858 3.33
15593 16503 1.66
15594 3140 9.83
15594 6203 29.22
15594 8158 5.99
15594 8664 -30.06
15594 9325 28.91
15594 9495 -6.10
15594 10462 -29.47
15594 12734 10.52
15594 14395 47.18
15595 5239 -46.41
15595 7208 1.03
15595 9173 -28.59
15595 10888 -3.83
15595 11368 43.16
15595 12555 47.20
15595 13954 45.04
15595 14593 17.86
15595 14816 5.19
15595 14920 34.01
15595 17981 45.40
15596 293 19.20
15596 911 -46.68
15596 1944 -47.27
15596 5726 41.88
15596 6199 7.77
15596 12304 43.83
15596 12943 15.78
15596 19294 -48.10
15597 936 48.81
15597 6542 -49.99
15597 6598 30.47
15597 8163 31.05
15597 14594 -2.90
15597 16055 -34.21
15597 16362 -10.46
15597 19335 -27.08
15598 658 -20.59
15598 7274 -11.79
15598 10311 31.63
15598 11163 15.33
15598 12819 -48.98
15598 14013 40.06
15598 16027 -27.23
15598 16694 19.57
15599 1635 48.93
15599 2353 29.28
15599 3871 31.70
15599 4062 -47.05
15599 5746 -2.38
15599 6164 34.49
15599 9464 20.76
15599 9981 -19.67
15599 12992 6.97
15599 16052 -7.69
15600 2189 -46.02
15600 2497 -41.02
15600 3292 45.47
15600 5654 15.48
15600 10447 -11.08
15600 11257 47.42
15600 16089 30.34
15600 18078 -7.99
15601 536 24.10
15601 3152 -38.21
15601 5285 34.26
15601 7756 35.61
15602 349 11.63
15602 3324 -16.68
15602 17190 7.22
15603 1066 34.26
15603 1866 14.27
15603 2712 -17.23
15603 7099 -0.83
15603 8447 49.09
15603 10855 7.91
15603 11798 -41.22
15603 15567 42.36
15603 18691 34.20
15604 3046 32.98
15604 3602 21.52
15604 4162 -38.62
15604 4360 -46.25
15604 7101 21.40
15604 8663 46.09
15604 9187 -9.29
15604 9277 -36.97
15604 10692 15.63
15604 13111 43.07
15604 15669 47.09
15604 18256 -22.25
15604 19440 -25.89
15605 3972 44.63
15605 4217 8.51
15605 4264 25.01
15605 6122 -5.73
15605 7006 18.66
15605 11245 46.30
15605 17122 -6.12
15606 2779 -28.71
15606 4915 15.61
15606 9462 38.77
15606 11901 21.58
15606 16472 -29.54
15606 16686 -12.87
15606 16725 -37.67
15606 17720 -25.61
15607 209 -18.85
15607 3059 -13.51
15607 3084 30.94
15607 3899 -34.09
15607 3986 17.20
15607 5031 -48.06
15607 7358 -39.86
15607 8273 20.81
15607 12299 -48.73
15607 14465 45.22
15607 15109 6.78
15607 18102 -15.75
15607 18707 -16.43
15608 103 33.98
15608 1790 30.43
15608 4260 1.35
15608 8824 -40.11
15608 14912 -42.83
15608 15415 33.17
15608 16040 -4.18
15608 17021 -31.41
15609 1451 -3.22
15609 7060 -17.49
15609 11670 23.84
15609 12761 0.80
15609 14832 2.02
15609 14923 -18.44
15609 15078 25.40
15609 15645 -2.81
15609 16046 -41.30
15609 16480 -0.43
15609 16937 38.31
15610 2117 49.77
15610 4632 -18.06
15610 4778 -44.27
15610 5138 29.24
15610 5765 2.73
15610 6044 35.61
15610 6055 -19.58
15610 7898 39.23
15610 10806 -17.79
15610 12277 -34.80
15610 13603 -42.32
15610 14715 -37.06
15610 15512 2.81
15611 2600 -10.19
15611 2647 -33.97
15611 7597 -44.58
15611 8118 5.27
15611 8135 -18.41
15611 9146 -27.11
15612 104 21.98
15612 2122 7.40
15612 6852 39.29
15612 7314 -21.33
15612 9721 10.33
15612 11341 -9.10
15612 12122 49.52
15612 12466 -28.15
15612 12740 8.29
15612 15230 -38.96
15612 17805 15.37
15613 271 37.94
15613 1303 31.62
15613 7415 -1.38
15613 8712 -35.11
15613 9580 34.29
15613 12985 -49.94
15613 13780 43.50
15614 1894 -39.66
15614 2917 -24.26
15614 3953 -25.38
15614 4958 18.72
15614 7802 -20.23
15614 8145 -4.07
15614 8524 -25.60
15614 10762 -10.99
15614 12193 -27.60
15614 12215 -17.43
15614 13096 -18.91
15614 17242 -27.81
15614 18261 -38.64
15614 18962 43.07
15614 19291 29.27
15615 5272 7.64
15615 6500 -19.33
15615 8073 -20.43
15615 8908 20.56
15615 9103 23.80
15615 9604 -31.17
15615 10398 -19.74
15615 10865 46.42
15615 11703 -8.68
15615 17849 -34.34
15615 18362 -4.13
15615 18406 -3.51
15615 18700 -15.92
15615 19294 -1.24
15616 3872 -26.14
15616 3928 -28.39
15616 6616 14.25
15616 8362 4.11
15616 11831 30.72
15616 13276 31.92
15616 13395 1.73
15616 15847 23.86
15617 410 -19.88
15617 893 13.11
15617 1238 24.58
15617 1439 25.07
15617 1769 36.99
15617 3613 36.33
15617 4590 -40.42
15617 7101 10.30
15617 8563 8.98
15617 9011 -41.67
15617 9911 -47.21
15617 10400 48.61
15617 16316 30.48
15617 18602 8.01
15618 4248 37.11
15618 6155 -30.95
15618 6649 33.07
15618 11021 -15.65
15618 12142 -35.47
15618 12445 -15.57
15618 19005 34.84
15619 1100 -33.95
15619 1177 -32.45
15619 3040 7.39
15619 4400 10.68
15619 6846 -17.05
15619 7043 -30.53
15619 8527 42.48
15619 8714 -43.03
15619 8864 -5.56
15619 11687 -30.26
15619 13125 19.75
15619 15180 -14.85
15619 16248 9.69
15619 18582 33.89
15619 19480 -49.72
15620 147 7.07
15620 191 19.50
15620 219 36.88
15620 281 26.49
15620 624 41.51
15620 1408 -35.40
15620 1768 -22.88
15620 2360 -10.51
15620 4894 -30.07
15620 5770 -31.82
15620 7994 23.39
15620 9269 26.02
15620 12515 34.37
15620 14677 26.37
15620 18802 34.42
15621 1897 -30.26
15621 4438 -32.84
15621 4666 36.62
15621 5112 27.07
15621 5639 -24.39
15621 5943 -41.06
15621 8867 42.12
15621 11627 -47.93
15621 12190 -18.38
15621 14825 27.20
15622 2403 49.79
15622 2803 40.71
15622 4679 -3.68
15622 6549 -4.75
15622 7801 20.90
15622 10546 -31.20
15622 11569 -16.72
15622 12928 -27.49
15622 13600 -19.13
15623 946 17.40
15623 2651 -5.77
15623 7622 -42.89
15623 7943 35.96
15623 8103 4.51
15623 10705 -7.45
15623 12007 4.01
15623 12655 -12.83
15623 12866 46.47
15623 18092 8.56
15624 176 8.28
15624 519 -7.58
15624 1154 36.56
15624 3823 -35.30
15624 5331 -39.45
15624 6632 -45.49
15624 8743 7.48
15624 13183 -35.64
15624 16880 -6.19
15624 17138 38.02
15624 18011 20.13
15625 1501 40.67
15625 6135 -10.10
15625 7408 25.93
15625 8301 -38.03
15625 10538 -14.65
15625 11052 17.80
15625 12019 -7.72
15625 17287 -24.73
15625 17583 -10.86
15626 384 -7.93
15626 635 32.25
15626 1992 -20.26
15626 2442 42.05
15626 5824 -36.81
15626 8084 -24.17
15626 10161 47.00
15626 11430 31.54
15626 12980 42.16
15626 14174 -44.46
15626 14477 11.63
15626 16090 -22.64
15627 1132 -4.66
15627 1183 -24.34
15627 2622 -38.30
15627 3465 -24.89
15627 4771 -17.77
15627 6741 48.65
15627 9750 40.65
15627 15779 5.11
15627 15957 -27.34
15627 16317 -19.22
15627 18440 -5.88
15627 18572 29.94
15628 822 -9.12
15628 3469 -40.54
15628 4135 -9.32
15628 6117 2.08
15628 6851 -46.21
15628 8837 40.35
15628 9032 -44.29
15628 13802 -23.27
15628 15416 9.11
15628 17403 -24.63
15628 17745 14.54
15629 2377 27.90
15629 5856 -15.63
15629 9278 7.39
15629 9382 -48.98
15629 9442 8.29
15629 15778 26.99
15630 3931 25.96
15630 4153 -29.94
15630 4741 7.95
15630 7743 -5.12
15630 7926 47.46
15630 9501 6.25
15630 9642 -20.66
15630 13036 -45.79
15630 17539 -0.22
15631 2421 -43.97
15631 4159 20.38
15631 5711 41.33
15631 7049 -40.93
15631 9899 0.35
15631 12907 -28.67
15631 14850 35.96
15631 14946 39.11
15631 17705 -42.56
15631 18827 -41.11
15632 49 14.82
15632 3110 -23.18
15632 4370 16.35
15632 5069 9.06
15632 6629 33.64
15632 8574 39.57
15632 9107 13.05
15632 9614 22.41
15632 13968 13.18
15632 14497 -21.20
15632 14504 13.96
15632 14776 6.20
15632 15068 8.13
15633 926 23.93
15633 5134 -6.88
15633 5320 9.83
15633 6156 -7.25
15633 9978 19.57
15633 10093 -43.71
15633 10469 -7.21
15633 10567 35.79
15633 10694 -45.46
15633 10858 17.12
15633 13755 -43.39
15633 16678 5.24
15633 16865 -41.19
15633 18494 8.62
15634 1246 1.51
15634 1913 -15.96
15634 6621 0.79
15634 12434 -38.34
15634 16017 48.86
15634 16379 21.61
15634 16723 1.04
15634 18445 -49.35
15635 1320 -25.24
15635 1713 -44.69
15635 2450 49.76
15635 4071 -4.07
15635 8440 46.82
15635 11826 25.79
15635 13544 -28.36
15635 14161 -1.25
15635 17793 -44.79
15635 18108 13.95
15635 19039 -14.02
15636 3083 -40.55
15636 4932 44.89
15636 6517 17.88
15636 8104 26.32
15636 9729 -13.80
15636 16686 38.72
15637 328 -40.83
15637 1452 -7.79
15637 2288 -28.09
15637 2549 -48.72
15637 2892 38.49
15637 3181 -4.08
15637 3366 2.27
15637 6711 -30.29
15637 7233 -8.59
15637 7349 46.84
15637 8527 -24.83
15637 15820 49.74
15637 19401 -23.74
15638 1358 -38.78
15638 3248 -43.25
15638 4948 45.37
15638 5108 6.96
15638 13342 14.25
15638 14206 9.64
15638 15106 44.11
15638 16483 -43.97
15638 19313 26.98
15639 588 42.76
15639 7748 38.43
15639 9903 -41.11
15639 11611 34.69
15639 12755 -21.81
15639 14283 -7.37
15639 15803 36.83
15639 15937 -47.76
15639 18247 2.32
15640 2150 -25.68
15640 3559 44.66
15640 3832 6.24
15640 7061 36.90
15640 7222 -9.29
15640 7247 -46.94
15640 10020 40.67
15640 12342 -42.39
15640 12350 -28.86
15640 13956 -37.15
15640 15844 -9.17
15640 16925 -11.07
15640 17230 -43.10
15640 19246 -8.48
15641 223 24.96
15641 3836 -47.62
15641 4471 -6.55
15641 7533 -15.42
15641 8235 17.01
15641 9180 -9.60
15641 9644 0.55
15641 12211 9.58
15641 17996 47.20
15641 18590 -18.61
15642 1963 -11.41
15642 2187 45.68
15642 2485 25.13
15642 3735 39.55
15642 4205 34.29
15642 9419 39.80
15642 9696 2.62
15642 9725 -37.66
15642 11770 -44.99
15642 12089 20.79
15642 14468 10.40
15642 15413 27.95
15642 17416 -35.44
15643 2077 33.01
15643 3671 27.53
15643 3773 0.20
15643 5508 46.49
15643 11412 -7.54
15643 11519 -0.59
15643 13138 -39.26
15643 13279 41.35
15643 17639 37.70
15643 18602 40.16
15644 688 -26.26
15644 2421 45.97
15644 3067 8.60
15644 4517 47.94
15644 6817 10.11
15644 10227 35.81
15644 15183 -18.63
15645 825 -30.98
15645 1042 44.61
15645 1085 -39.98
15645 5120 -5.77
15645 5396 -13.38
15645 5567 -25.46
15645 6056 -2.04
15645 7781 49.40
15645 11478 -42.99
15645 14081 -12.09
15645 14324 -24.75
15645 18691 -37.36
15646 4041 42.32
15646 8491 16.64
15646 9475 43.40
15646 10356 23.98
15646 13009 -12.09
15646 17989 -7.09
15647 90 -38.36
15647 3232 47.71
15647 6409 17.28
15647 7437 36.13
15647 8337 -20.36
15647 8367 2.55
15647 9322 -26.10
15647 10274 -17.61
15647 11717 43.53
15647 15536 18.88
15647 18381 -46.65
15648 627 24.18
15648 1927 11.71
15648 6331 41.36
15648 6795 -28.59
15648 7373 -45.68
15648 10564 -0.31
15648 13718 -27.77
15648 18269 11.90
15649 1057 -15.85
15649 3178 29.09
15649 5295 48.36
15649 5683 22.53
15649 9761 33.51
15649 10267 39.29
15649 13576 2.81
15650 109 47.64
15650 288 16.11
15650 474 -12.15
15650 4769 5.11
15650 7858 -48.23
15650 9717 44.05
15650 11906 -32.74
15650 12382 -1.07
15650 13748 17.08
15651 3530 -38.11
15651 4709 -9.34
15651 4995 42.86
15651 6062 -27.55
15651 8379 -33.40
15651 10988 -25.26
15651 11319 47.66
15651 14066 -36.07
15652 104 -38.28
15652 1672 -16.76
15652 2214 -18.27
15652 2714 -47.92
15652 3062 -41.16
15652 4580 -18.96
15652 5035 2.21
15652 8012 36.73
15652 12168 -27.85
15652 12419 22.32
15652 17765 17.93
15652 17968 41.06
15652 18624 13.76
15653 2715 15.12
15653 5632 -31.78
15653 10570 -16.07
15653 10986 -23.57
15653 12216 -41.76
15653 13353 -40.64
15653 13956 0.58
15653 16633 12.33
15653 19245 21.69
15654 855 47.13
15654 2230 7.10
15654 3407 16.81
15654 5010 -47.88
15654 6649 8.45
15654 9842 10.34
15654 10298 3.15
15654 11843 -4.65
15654 12524 4.54
15654 13297 -22.65
15655 3769 33.97
15655 4895 29.05
15655 5920 44.41
15655 7451 -15.24
15655 8035 -33.14
15655 18172 -33.41
15656 413 23.97
15656 8492 24.07
15656 9887 16.46
15656 13807 15.15
15656 18501 39.73
15656 18537 -36.93
15656 18673 46.44
15657 1846 -3.19
15657 2426 -46.53
15657 4856 -31.36
15657 5839 -21.52
15657 6812 25.03
15657 12167 -28.59
15657 12705 48.81
15657 12772 -47.35
15657 14047 -33.19
15657 14931 -3.85
15657 16439 33.46
15657 17010 26.59
15657 17837 14.45
15657 18099 26.29
15658 836 0.47
15658 1802 -11.11
15658 2243 32.16
15658 2670 9.11
15658 5331 35.39
15658 6415 5.09
15658 8603 -43.33
15658 10193 6.99
15658 10318 -27.81
15658 12647 4.69
15658 13351 30.68
15658 14914 26.48
15658 15674 35.05
15658 15839 -44.57
15658 18089 1.89
15659 2073 21.79
15659 6072 -8.57
15659 7828 26.54
15659 13489 3.39
15659 13738 -26.68
15659 13980 -28.93
15659 14724 29.15
15659 19176 -45.31
15660 1125 41.86
15660 1962 49.95
15660 3490 -37.99
15660 5345 -17.51
15660 5414 22.56
15660 8670 15.06
15660 9414 12.35
15660 13204 36.09
15660 16622 1.90
15660 18973 -30.25
15661 2006 -21.46
15661 5962 24.80
15661 8062 42.05
15661 8958 -23.03
15661 10161 -17.00
15661 10540 37.20
15661 11155 -37.80
15661 13119 -12.18
15661 13395 26.10
15661 14019 -2.15
15661 16910 -12.46
15662 1904 42.25
15662 2443 45.07
15662 3430 -39.95
15662 3455 29.06
15662 14809 28.05
15662 16281 -4.92
15662 17360 -21.62
15663 9061 34.66
15663 11775 25.77
15663 12534 -35.51
15663 16398 11.93
15663 18893 14.81
15663 18924 6.58
15664 311 25.73
15664 2942 -24.57
15664 3178 -29.12
15664 8665 31.62
15664 8670 -9.36
15664 9513 6.76
15664 10619 1.80
15664 13608 17.45
15664 17109 4.31
15664 17111 -21.95
15664 17922 -43.96
15664 18413 -4.78
15665 4997 -30.03
15665 8638 -35.87
15665 10437 28.81
15665 10591 -7.28
15665 11075 46.31
15665 11733 39.44
15665 12311 -6.28
15665 13722 18.48
15666 1648 32.71
15666 4741 -38.72
15666 4929 19.29
15666 10915 1.70
15666 13488 8.66
15666 15096 48.42
15666 16541 -37.49
15666 18151 -19.77
15667 652 -7.57
15667 2090 -19.95
15667 3988 7.36
15667 4938 35.46
15667 6123 27.66
15667 8061 48.63
15667 11391 9.84
15667 11641 40.24
15667 14945 -28.68
15667 15395 11.00
15667 16363 18.09
15668 1071 -2.07
15668 1322 -17.35
15668 3006 -43.48
15668 3314 -19.40
15668 3740 5.82
15668 7505 -46.22
15668 7770 37.92
15668 12084 46.18
15668 13350 -8.86
15669 1016 -21.49
15669 1078 -36.69
15669 4462 1.21
15669 5517 -30.17
15669 6733 -20.88
15669 7912 41.29
15669 8402 -49.30
15669 8446 -19.77
15669 13800 -7.89
15669 15458 -44.84
15669 16678 36.38
15669 16873 -8.72
15669 17754 32.71
15669 18045 -35.76
15669 18599 15.23
15669 18635 22.35
15670 1252 4.99
15670 5622 17.47
15670 8685 -29.47
15670 13138 47.15
15670 14446 -47.58
15670 14908 29.66
15670 15426 -15.54
15671 1016 11.00
15671 5593 9.79
15671 6369 48.03
15671 8883 9.89
15671 10354 10.64
15671 10603 -25.01
15671 13905 6.73
15671 15883 -6.63
15671 18664 13.68
15672 1304 -39.98
15672 2902 -24.63
15672 4486 -33.01
15672 13472 -38.00
15672 14251 -1.36
15672 17895 -22.62
15673 2673 28.76
15673 4733 0.88
15673 4854 -46.41
15673 5400 19.51
15673 9674 11.30
15673 10977 16.23
15673 13135 14.04
15673 14577 -11.63
15674 1798 -39.11
15674 4935 47.55
15674 7188 19.47
15674 9908 -37.29
15674 11417 -7.72
15674 11515 -26.86
15674 11732 -13.80
15674 11936 -18.14
15674 12992 -18.74
15674 13082 0.23
15675 2122 36.42
15675 6198 47.93
15675 8459 13.57
15675 13864 -17.03
15675 19579 -46.79
15676 1259 13.80
15676 2007 -47.52
15676 2904 25.69
15676 5165 23.65
15676 8255 22.42
15676 8893 0.39
15676 12751 -11.68
15676 13117 -7.57
15676 13119 -39.39
15676 16108 -37.78
15676 17076 -27.16
15676 17464 -26.13
15677 5096 48.92
15677 5361 44.04
15677 9425 -13.85
15677 10346 -34.71
15677 11145 -7.42
15677 13044 -2.51
15677 18577 -14.18
15677 19190 -40.35
15678 1371 22.50
15678 2925 27.87
15678 5030 -49.24
15678 6458 46.71
15678 7274 -26.43
15678 9013 31.52
15678 17686 -46.53
15679 861 40.16
15679 1084 21.24
15679 2901 -6.32
15679 3416 -6.86
15679 5082 -22.89
15679 6293 30.82
15679 7152 -35.36
15679 10532 17.24
15679 10577 11.44
15679 11682 46.12
15679 12572 -22.84
15679 14326 11.09
15679 16037 -7.92
15679 16238 10.76
15679 16877 2.61
15679 17144 -35.05
15680 971 48.22
15680 1445 -20.72
15680 2656 -7.58
15680 3254 -41.09
15680 3972 11.18
15680 6938 -44.70
15680 7413 4.90
15680 8127 -12.17
15680 8764 18.16
15680 9978 -44.05
15680 10321 -19.81
15680 10860 -8.12
15680 11070 -8.96
15680 11715 -32.75
15680 16029 10.15
15681 1247 0.65
15681 4920 6.13
15681 7554 18.53
15681 9213 -36.84
15681 9503 24.48
15681 9922 18.65
15681 14020 -9.78
15681 15319 21.76
15681 17192 -4.61
15682 583 -48.11
15682 2842 -46.37
15682 4150 -25.78
15682 4309 -20.63
15682 5251 26.73
15682 5422 -13.34
15682 6081 -23.65
15682 7514 -11.70
15682 9458 7.34
15682 9960 -23.90
15682 14878 26.98
15682 15786 21.58
15682 16959 -17.89
15683 3326 -9.60
15683 5849 25.13
15683 5927 3.74
15683 10030 31.39
15683 11421 18.77
15683 14844 40.06
15684 2202 4.89
15684 3224 -25.57
15684 3555 -22.54
15684 5361 3.78
15684 8772 3.19
15684 9471 28.41
15684 10370 28.82
15684 12647 -44.68
15684 14874 7.46
15684 16335 -25.20
15685 300 -43.07
15685 665 17.44
15685 1856 -11.14
15685 2234 21.48
15685 2448 -23.88
15685 5865 -8.97
15685 8050 -7.52
15685 8202 -44.30
15685 8886 -12.38
15685 9125 11.12
15685 10056 41.27
15685 11643 -39.10
15685 11932 42.91
15685 16259 39.53
15685 18739 19.89
15685 18997 -25.87
15686 1778 18.73
15686 4385 -9.01
15686 10685 44.62
15686 17408 -21.10
15687 2685 -27.76
15687 6022 0.16
15687 8161 13.94
15687 9768 35.45
15687 10045 42.22
15687 11455 -25.22
15687 12978 -22.16
15687 15202 -33.72
15687 17831 40.44
15687 18272 5.59
15687 18505 5.51
15687 19098 2.62
15688 2790 37.53
15688 4981 -32.00
15688 5285 -1.26
15688 6674 32.94
15688 7564 -25.93
15688 7727 -40.19
15688 8502 35.09
15688 9062 21.39
15688 9947 -25.98
15688 10168 -23.62
15688 10587 -37.60
15688 11080 -35.59
15688 11694 41.31
15688 11703 2.51
15688 12495 17.14
15688 12728 -23.53
15688 13722 -27.47
15688 14284 47.43
15688 15217 26.74
15688 16359 19.68
15688 16821 20.18
15688 18319 23.53
15688 19199 -14.65
15689 3596 -43.80
15689 5025 -39.27
15689 5929 -23.25
15689 7508 -30.72
15689 9866 -26.21
15689 10652 34.95
15689 11352 44.54
15689 14373 -39.35
15689 14758 -24.82
15690 4687 -24.07
15690 9255 28.78
15690 11234 -33.59
15690 12190 29.82
15690 13042 -7.68
15690 15688 -10.57
15691 126 -26.30
15691 1948 -46.79
15691 3001 12.30
15691 3209 -13.15
15691 4024 43.73
15691 4096 26.69
15691 4725 14.54
15691 5088 11.12
15691 6424 34.74
15691 6946 -48.31
15691 9144 18.88
15691 9327 -18.75
15691 10674 35.81
15691 12021 -7.06
15691 12346 34.32
15691 12727 28.05
15691 13821 33.51
15691 14297 -18.75
15691 17067 -13.46
15691 17775 -28.17
15691 19266 11.11
15692 3577 40.54
15692 5235 -33.58
15692 6036 36.30
15692 12349 16.75
15692 13956 41.68
15692 17848 -42.11
15692 18684 -24.95
15693 684 45.58
15693 1347 -48.18
15693 1835 40.00
15693 1938 15.68
15693 5861 -49.49
15693 6889 46.02
15693 9053 19.84
15693 9768 -36.17
15693 10578 8.21
15693 11635 -8.66
15693 14583 11.42
15693 16139 33.89
15693 18314 11.42
15693 18427 -24.79
15694 364 -47.91
15694 1836 38.34
15694 3983 15.86
15694 4765 -6.20
15694 6745 33.97
15694 11400 13.05
15694 11895 -16.70
15694 12050 -27.18
15694 13808 34.73
15694 15190 -9.88
15694 15295 22.35
15694 16805 46.91
15694 17309 23.38
15694 17604 12.71
15694 19089 36.94
15695 873 -44.38
15695 1261 43.66
15695 2182 37.95
15695 4828 -8.46
15695 6520 -10.88
15695 6646 -26.55
15695 9674 -38.33
15695 10176 11.21
15695 10277 -12.18
15695 12196 36.74
15695 12367 3.26
15695 13668 35.67
15696 1647 -10.58
15696 4421 24.35
15696 6005 2.97
15696 6565 -47.31
15696 13109 -3.05
15696 15517 -38.71
15696 16634 -42.93
15697 374 -21.52
15697 3062 -3.10
15697 3555 -17.73
15697 5142 0.31
15697 5214 8.57
15697 10084 49.24
15697 11932 42.51
15697 16091 -11.38
15697 16914 21.96
15698 4192 0.16
15698 5195 -41.42
15698 6801 -7.67
15698 13399 -27.64
15698 15417 -14.57
15698 15922 -42.71
15698 17672 -48.88
15698 18275 -31.73
15698 18399 -7.54
15699 3615 -8.15
15699 6067 -5.27
15699 10035 16.12
15699 10085 -25.19
15699 18568 10.99
15699 19508 -13.48
15699 19604 -32.08
15700 263 -22.42
15700 345 34.24
15700 5365 -0.94
15700 5718 -43.16
15700 6804 -12.17
15700 8130 -36.36
15700 8945 -4.54
15700 13306 -33.59
15701 215 -16.30
15701 354 4.39
15701 1514 -28.50
15701 2860 -8.50
15701 3219 36.18
15701 6031 -42.87
15701 6133 23.15
15701 6820 -27.33
15701 8393 29.70
15701 10898 -30.30
15701 12801 -1.73
15701 17058 -34.71
15701 17960 -30.33
15701 18268 -23.15
15701 18453 -25.11
15702 525 3.92
15702 3431 -4.64
15702 5400 4.96
15702 5704 19.51
15702 9088 -33.64
15702 12880 -0.17
15702 19419 -19.89
15703 2518 12.45
15703 4905 -40.34
15703 4912 7.86
15703 5076 -35.04
15703 5182 -40.55
15703 6658 47.66
15703 7460 -47.49
15703 8313 11.04
15703 8518 12.75
15703 10341 14.87
15703 13655 22.62
15703 15031 5.94
15704 2068 2.69
15704 6948 -39.07
15704 7744 -27.98
15704 7929 14.30
15704 8584 14.83
15704 8613 12.88
15704 11319 33.83
15704 11954 -48.86
15704 16401 -41.99
15704 16482 -3.25
15704 18831 38.30
15705 1643 39.12
15705 5974 -39.13
15705 6440 21.06
15705 6567 25.62
15705 7199 10.74
15705 10988 -37.38
15705 11016 23.17
15705 13937 -27.89
15705 14276 45.06
15705 16882 41.78
15705 17822 7.46
15705 18558 5.93
15705 18767 16.52
15706 1816 -27.86
15706 5361 0.01
15706 6009 -12.69
15706 6048 28.72
15706 6522 44.28
15706 12674 -32.97
15706 13690 46.87
15706 14706 -20.73
15706 17215 5.00
15707 1365 21.05
15707 1681 26.99
15707 4072 12.59
15707 6660 -14.68
15707 7907 -26.19
15707 12173 -21.83
15707 15098 -36.06
15707 15180 40.19
15707 18282 19.59
15707 18475 14.64
15708 101 4.79
15708 382 -16.17
15708 3105 28.88
15708 6306 34.05
15708 6853 -30.53
15708 7012 -27.63
15708 9427 17.43
15708 10666 -40.67
15708 11126 46.16
15708 13014 44.37
15708 13044 47.79
15708 16908 -18.09
15709 210 6.06
15709 1054 27.26
15709 1445 35.74
15709 4350 27.06
15709 4679 4.09
15709 5016 29.90
15709 5484 -16.29
15709 11030 35.02
15709 13529 -25.82
15709 13597 34.96
15709 13978 46.56
15709 14393 -40.60
15709 14707 -37.28
15709 17495 -0.73
15709 17909 -22.01
15710 2852 -2.35
15710 3485 19.35
15710 8468 7.01
15710 8692 7.89
15710 10199 -47.96
15710 15632 -15.61
15710 15935 10.92
15710 17615 -6.35
15710 18223 -4.98
15711 2558 38.63
15711 5002 -11.52
15711 7491 26.04
15711 7710 41.38
15711 11968 -8.32
15711 12101 24.23
15711 18361 36.82
15711 19188 -42.35
15712 2887 -33.80
15712 4355 18.62
15712 7992 -16.20
15712 8300 -16.36
15712 9249 -6.22
15712 15666 1.26
15712 18022 -1.77
15712 19190 -1.92
15713 7094 46.25
15713 7490 6.48
15713 10917 14.78
15713 10975 19.33
15713 15525 -11.38
15713 15691 29.70
15714 1594 22.52
15714 2860 -15.89
15714 5696 -28.82
15714 6472 -11.64
15714 6523 -32.77
15714 7654 11.84
15714 10778 18.42
15714 10961 -10.34
15714 12792 -5.17
15714 14232 -36.61
15714 15342 -18.04
15714 17347 -19.65
15714 17470 22.01
15714 17569 21.10
15714 19236 -25.24
15715 36 33.63
15715 2064 -41.01
15715 3683 -34.80
15715 5841 47.20
15715 11907 -17.98
15715 16684 -13.92
15715 18606 -9.68
15716 5181 37.12
15716 7391 -20.82
15716 8081 36.93
15716 8318 -20.64
15716 8633 28.41
15716 11646 23.26
15716 12845 -14.13
15716 13474 37.98
15716 14321 -21.92
15716 14890 -10.62
15716 15354 42.16
15716 19064 26.87
15716 19323 -19.95
15717 1879 -12.40
15717 5976 47.59
15717 7042 -7.63
15717 7715 8.38
15717 10229 29.80
15717 11338 -27.91
15717 13150 -37.02
15717 14640 23.75
15717 14925 26.28
15717 16617 -42.12
15717 16857 -3.17
15718 1073 14.23
15718 4287 10.65
15718 4860 -10.79
15718 7203 20.01
15718 8148 1.39
15718 10939 -34.25
15718 17945 -2.05
15719 1419 -40.58
15719 2395 5.10
15719 4440 49.88
15719 5608 -9.03
15719 7126 -26.74
15719 9632 -4.71
15719 12282 48.54
15719 13150 30.98
15719 13900 6.65
15719 14058 -6.26
15719 15966 45.50
15719 17723 46.90
15719 19083 -15.27
15720 380 21.41
15720 2769 10.42
15720 2802 20.12
15720 4171 17.98
15720 4312 8.68
15720 6127 21.65
15720 6503 1.38
15720 17049 28.83
15720 17847 -19.53
15720 19375 -48.72
15721 1101 -49.10
15721 5009 -31.61
15721 5530 47.81
15721 5834 33.00
15721 6931 -42.20
15721 8257 -4.92
15721 8920 19.07
15721 11445 14.06
15721 13654 -24.08
15721 18414 -25.45
15722 3906 -6.84
15722 4156 -11.11
15722 6832 -13.65
15722 7554 -27.41
15722 7914 -42.63
15722 8024 -22.89
15722 8250 -10.74
15722 8642 7.31
15722 8915 -1.23
15722 8920 11.61
15722 13819 -39.51
15723 1130 28.39
15723 1774 14.61
15723 2032 16.93
15723 2633 -36.89
15723 9813 5.20
15723 10444 -1.88
15723 14617 20.40
15723 15171 -35.87
15723 18720 -22.39
15724 643 32.42
15724 856 19.66
15724 3350 17.34
15724 4009 -12.48
15724 4402 -35.24
15724 8614 36.38
15724 11094 -16.48
15724 12139 14.06
15724 12441 -3.26
15724 13979 -29.51
15724 16757 -36.85
15725 868 12.92
15725 881 12.79
15725 3979 3.22
15725 7286 -44.16
15725 7835 -37.89
15725 8163 29.33
15725 8955 1.08
15725 9226 36.59
15725 9379 -40.03
15725 10214 -9.30
15725 12607 23.46
15725 14154 -26.86
15725 19309 40.66
15726 901 -26.16
